text,label
"Attendance Management Audit Note Ref: INT/AUD/HR-ATT/07/2025 dated 28/02/2025: Random checks at Noida Sector 51 Depot indicate 7 instances of proxy punching between 05/02/2025 and 21/02/2025 linked to device ATT-NMRC-03. Employee IDs EMP-2147 and EMP-2191 have mismatched geo-fence coordinates against station code NDS51. Recommendation: enable facial recognition (FR v2.3 patch) and enforce OTP validation for field staff from 04/03/2025. Unauthorized manipulations will invite disciplinary action under Conduct Rule 12(1), with possible suspension of attendance allowance of ₹1,200/month.",HR
"Platform Operations Memo POM/DEL/2025-33: On 20/11/2025 between 08:15–09:30 hrs, Rajouri Garden (RJG) experienced crowd build-up exceeding 1,600 pax on Platform 2 due to a 3-train bunching event (TR-334, TR-336, TR-338). Station Manager EMP-1553 activated Controlled Entry Level-2; only 120 pax/min allowed through AFC. Announcements per Circular CC-Ann/2024/07 were triggered every 90 seconds. Dwell capped at 50 seconds; headway normalized by 09:42 hrs.",Operations
"Finance Memo dated 12/07/2024: Allocation of CAPEX for Phase 2B traction upgrades approved at ₹38.75 Cr under Head 54.02.001. Procurement to be routed through Tender No. DMRC/CAPEX/TPSS/2024/19 with bid submission by 05/08/2024, pre-bid at Metro Bhawan, New Delhi. Cost control mandate sets 5% contingency and quarterly utilization review by EMP-2146 and EMP-3021. Funds to be released in two tranches via PFMS against milestone certification by EE (Electrical) for TPSS at Mukundpur Depot and INA station.",Finance
"Capital Expenditure Statement Q1 FY 2024-25: Against approved capex budget ₹312.00 crore, actual utilization as of 30/06/2024 stands at ₹84.73 crore (27.15%). Major heads: Rolling Stock ₹29.40 crore (advance to OEM under PO RS-24-011), Depot Modernization ₹18.22 crore, AFC Upgradation ₹11.05 crore, Track Renewal ₹9.88 crore. Pending liabilities ₹43.67 crore include certified bills for CT-ELE-219 and CT-SIG-203 awaiting budget revalidation. Forecast Q2 utilization ₹146.00 crore with cash coverage adequate per Treasury Plan TP-07.",Finance
"Technical report TR-SIG-ATC-042/2025: On 18/08/2025, CBTC Zone Controller at Sector 51 (S51) observed intermittent loss of track-circuit occupancy in TC-B12 (frequency 1700 Hz) causing forced speed restriction to 25 km/h for trains DM-405 and TR-318. Root cause traced to ballast water ingress increasing shunt resistance beyond 1.2 Ω. Corrective action: Replace insulated joints IJ-B12-A/B and improve drainage. Estimated material cost ₹1,12,400; downtime window planned 00:45–03:30 hrs on 21/08/2025.",Engineering
"Tunnel Maintenance Report TMR-25/08/NMRC: On 25/08/2025, seepage noted at chainage 3+420 between Sector 50 and Sector 76. Invert drain silt load measured at 38% capacity; weep holes partially clogged. Crack gauge CG-07 shows stable reading 0.11 mm over past 6 months. Action taken: flushed drains, installed temporary sump pump (3 kW) with float switch; permanent grouting scheduled 07/09/2025 under Work Order WO-NOIDA-7732. Supervising engineer EMP-2443; safety compliance as per IS 15001 with LOTO tags affixed.",Engineering
"Operational Performance Summary OPS-ATS/DMRC/Week-44 (28/10/2025–03/11/2025): Average timetable adherence 98.42%; P0 delays 11, P1 delays 3. Primary causes: door obstruction (41%), signaling restrictive aspect at Patel Chowk (PTC) due to balise fault BF-PTC-1101 (cleared 02/11/2025 23:10 hrs). Mean dwell times: Rajiv Chowk 38 s, Central Secretariat 34 s; energy-saving coasting profile applied to TR-602, TR-614 on Blue Line, yielding 2.1% traction energy reduction.",Operations
"Civil Structures Inspection Report: Viaduct Span V-154 to V-160 (BMRCL Reach-2A) inspected on 05/09/2025. Hairline crack 0.18 mm noted at pier cap PC-158 bottom soffit, length 0.9 m; within serviceability but monitor. Carbonation depth 12 mm (phenolphthalein). Bearing POT-160 east shows seepage; recommend seal replacement. Drain spouts cleaned; silt removal 3.2 m3. EMP-1964 raised Observation Obs-ID CIV-25-0905-12. Next review 05/12/2025 with crack gauge. Contractor: L&T Package R2A-CIV; DLP till 31/01/2026. Estimated rectification ₹1,12,000.",Engineering
"Attendance Audit Report – DMRC/HR/ATT/INS/2025/06 conducted at Shastri Park Training Institute on 07/05/2025: Random sampling of biometric logs (device BIO-T7 SN: 45A992) for 01/04/2025–30/04/2025 revealed 14 instances of missed punches. EMP-4551 had 3 cases where manual attendance was regularized without supporting duty slip; recovery of ₹1,260 towards unauthorized short leave is proposed. System patch HRMS v10.4 deployed on 02/05/2025 reduced sync lag from 12 mins to 2 mins. Recommendation: enforce geofenced mobile punch only for field inspections with prior approval code AO-FLD-19.",HR
"Revenue Operations Audit Note ROA/NMRC/2025/092 dated 29/08/2025: Ticketing system TSC-2.5 at Sector-51 (S51) recorded variance of ₹18,460 against manual counter tallies for 24/08/2025. Audit traced discrepancy to TVM-03 cash cassette CCR-03 calibration drift. Vendor M/s MetroVend Tech LLP invoiced under INV-NMR-55411 (₹36,200) for calibration and part replacement as per PO-OPS-2219. Reconciliation completed; AFC transaction logs exported to OIS under Batch ID AFC-0824-S51.",Operations
"Safety Circular SC-OPS-15/2024 issued 02/08/2024: Effective immediately, platform whistle protocol updated. Guards on trains TR-512 to TR-548 must ensure two-tone whistle and door indication verification within 10 sec; maximum dwell not to exceed 50 sec except at interchange stations RCK, CSB, MG Road. Non-compliance will be logged in CMS with penalty points per Annexure II. Refresher training session scheduled 09/08/2024 at Shastri Park Training School; attendance mandatory for EMP-1001 to EMP-1080.",Operations
"Tunnel Maintenance Incident Report: On 24/07/2025, seepage observed at Udyanok (UDK) cross passage CP-07, water inflow ~2.1 L/min. Electrical room adjacent recorded RH 82% and minor corrosion on cable tray bolts (M8). Grouting performed using PU resin (viscosity 600 mPa·s) through packers at 1.5 m spacing; cured 6 hrs. Monitoring sensors (DewPoint DP-03) integrated into SCADA Tag TM-UDK-CP07; follow-up inspection due 31/07/2025. Report by EMP-1186; cost logged ₹68,450 under WO TM-CP/2025/119.",Engineering
"Memo No. HR/Recruit/DMRC/2024-11 dated 15/11/2024: Panel for Station Controller/Train Operator (SCTO) finalized post Interview Round-II held at Shastri Park Training Institute. Candidates EMP-Temp-5821 to EMP-Temp-5839 cleared medicals as per RDSO standards (GSR Group A1). Offer letters issued with joining at Depot, Najafgarh on 02/12/2024. Probation period: 1 year; stipend during training: ₹41,500/month; bond value ₹2,00,000 for 3 years service post training. Background verification by vendor M/s Verisafe India Pvt. Ltd. to be completed by 25/11/2024.",HR
"Emergency Drill Minutes NMRC/ED/2025/042: Full-scale evacuation drill conducted at Sector 51 (SEC51) on 16/08/2025 from 16:00–17:30 hrs simulating smoke ingress in coach 2 of DM-405. 62 passengers (volunteers) evacuated via stairwell S2 within 4 min 40 sec, meeting target of ≤5 min. Coordination between OCC and CISF was satisfactory; PA-VPA latency observed at 1.6 sec, to be optimized to ≤1.0 sec by OEM M/s AudioNet. Action owners: EMP-2984 (Station Controller) and EMP-4109 (OCC Supervisor).",Safety & Compliance
"DMRC Maintenance Log dated 17/08/2025: During scheduled inspection of TR-301 at Shastri Park Depot, bogie frame ultrasonic test (IS 12666) revealed a 3.2 mm sub-surface indication near primary spring seat on Axle-2; flagged under Incident ID RS-INC-2487. EMP-1043 and EMP-2179 replaced the worn primary suspension bushes (shore hardness 70±3) and torqued anti-roll bar clamps to 210 N·m as per SOP-RS-15. Post-repair dynamic balancing recorded 1.6 mm/s RMS at 80 km/h, within technical specification TS-RS-2021 Rev-3. Material drawn under MRN-SP-11876; total cost ₹42,350 charged to Cost Centre RS-MNT-04.",Engineering
Grievance Redressal Minutes MMRC/HR/GRM/01/2025 meeting held on 06/01/2025 at Bandra-Kurla Complex Office: Union representatives raised concerns on night shift meal allowance and locker shortages at SEEPZ station. Management agreed to revise night meal coupon to ₹120 per shift from 01/02/2025 and to procure 60 lockers via tender MMRC/PROC/LOCK/2025-07 by 15/02/2025. Case IDs GR-11245 and GR-11258 closed; pending case GR-11263 (roster rotation for women employees) escalated to Chief HRM for policy review.,HR
"Revenue Operations Audit ROA-NMRC-08/2024 dated 28/07/2024: AFC transaction mismatch of ₹72,350 detected between Noida Sector 51 (NS51) and Depot Station (DPS) on 24/07/2024 due to intermittent QR reader failure at Gate A2. Vendor M/s TechMatrix notified via NCR-TM-2407; replacement scanner SN-QRR-8821 fitted at 10:15 hrs. Refund queue handled through TVM-03 with 118 cases (avg. ₹122). Cash remittance bag CRB-24-0724 verified; variance nil after EOD reconciliation. Preventive maintenance cycle revised to 10 days for QR modules.",Operations
"Minutes of Onboarding Briefing held on 12/01/2025 at BMRCL HQ, Vidhana Soudha Annex: 28 Graduate Engineers (IDs EMP-8921–EMP-8948) completed induction on Safety Circular BMRCL/SAFE/19 and IT Policy HR-IT/2023/05. Access cards, SAP user IDs, and mail accounts were issued; pending PF UAN seeding for 3 employees to be completed by 20/01/2025. Each recruit assigned mentor (Sr. Manager level) and rotation schedule covering OCC, RS Depot (Baiyappanahalli), and AFC operations over 6 weeks.",HR
"Procurement Notice PN-OPS-2024-88: Invitation for bids to supply 500 units of platform crowd control stanchions for DMRC Blue Line stations between Rajiv Chowk (RCK) and Dwarka Sec-21 (DWK). Estimated cost ₹22,40,000 inclusive of GST; EMD ₹1,12,000; tender submission by 03/10/2024, 15:00 hrs via e-proc portal. Technical spec: stainless steel SS304, base 9 kg, belt length 2.2 m, BIS certified. Pre-bid meeting at Shastri Park Depot Conference Room on 20/09/2024.",Operations
"Audit Note AN-BMRCL-OPS-2024/233 dated 02/08/2024: Verification of train crew signing-in at Peenya Depot. 12 out of 196 duty cards showed late sign-in exceeding 5 minutes, affecting first departures TR-206 and TR-209. Recommended installation of biometric device with GPS stamping (Capex ₹3,42,000) under Procurement Ref PR-OPS-1179. KPI impact: peak headway variance increased from 2.4% to 3.1% on 29/07/2024; corrective training scheduled for EMP-1109 and EMP-1675.",Operations
"Traction Power Incident Report (DMRC): On 02/06/2025 at 19:12 hrs, TPSS-MBY (Moolchand By-Pass) experienced feeder trip on 33 kV incomer A, Relay 51N operated, Incident ID TP-25-DM-044. Load at time of trip 11.2 MVA with power factor 0.95. Patrol located cable sheath damage at joint J-33/MBY-04, suspected water ingress. Emergency restoration by paralleling incomer B; service normalized by 19:36 hrs. Estimated repair ₹6.7 lakh; procurement via QTN/TP/2025/33 from M/s KEC-Alpha JV; follow-up IR thermography due 05/06/2025.",Engineering
"Financial Statement Note: For the month ended 30/06/2024, NMRC booked operational expenses of ₹18.27 crore against budget of ₹19.10 crore (4.3% under). Power cost at ₹7.86 crore was 6.1% lower due to TOD optimization on TR-405 and TR-412 stable hours. Provision of ₹95.6 lakh created for arbitration claim ARB/2021/MTCE/09 as per Ind AS 37. Cash and bank balances stood at ₹54.3 crore; no breaches of investment policy FIN-POL-07 detected.",Finance
"DMRC Maintenance Log dated 14/08/2023: During preventive maintenance of TR-301 at Shastri Park Depot, bogie frame ultrasonic testing revealed 2 indications at 22 mm depth near axle box housing; remedial grinding carried out and dye-penetrant test cleared. EMP-1427 and EMP-2093 replaced two worn brake pads (thickness < 18 mm) as per Spec RS-M-17 Rev-3. Lubrication of traction motor bearings performed using Shell Gadus S3 V220C 2, Qty: 0.8 kg per motor. Work Order WO/RS/2023/0814-07 closed at 18:45 hrs with stock issue against BIN RS-BR-214; cost booked ₹18,460 against Cost Centre SP-DEP-01.",Engineering
"Maintenance Log ML-DMRC-PSD-L2 dated 14/11/2025: Lubrication and torque verification performed on PSD actuators at Mandi House (Panels P1-01 to P1-12). Torque recorded 5.8–6.2 Nm; one actuator A-09 exhibited abnormal vibration at 38 Hz—bearing wear suspected. Part replacement requisition PR-2025-ML-447 raised to Vendor Toshiba Infra, estimate ₹42,500; expected downtime 02:15–03:30 on 16/11/2025 with platform marshals deployed. Safety cones and caution boards placed per OMD-07.",Safety & Compliance
"Performance Appraisal Note: NMRC/HR/PA/2024/034 dated 30/06/2024. EMP-5017 (Section Engineer–Civil) posted at Station Sector-142 achieved 98.4% KPI score against target 95% for Q4 FY 2023-24, with commendation for timely completion of slab jacking works under Work Order WO-219/2023. Recommendation: Increment of 4% effective 01/07/2024 and inclusion in Talent Pool TP-CIV-02. No adverse remarks; attendance 26/26 days in June with 0 late marks.",HR
"Disciplinary Action Notice DA/OPS/2025/042 dated 21/11/2025: EMP-5907 (Technician–E&M) charged under Conduct Rule 7(iii) for unauthorized absence on 09/11/2025 and 10/11/2025 without intimation. Inquiry Officer appointed: Shri S. Iyer (EMP-1033). EMP-5907 is required to submit written statement of defence within 7 days. Pending inquiry, leave salary for the period will be marked as LWP; subsequent regularization subject to outcome.",HR
"Compliance Audit Observation CA/NMRC/2025/061 dated 29/10/2025: Two contractors failed to submit updated HIRA for pier cap works at Sector 51 Yard. Work Stop Notice WSN-19 was issued at 16:30 hrs; only housekeeping and barricading permitted. PPE compliance below 85% with multiple non-conformities—3 harnesses without ISI mark and 5 helmets past expiry. Penalty of ₹25,000 levied under Clause 12.4 of Safety Contract Conditions, payable by 05/11/2025. Corrective Action Plan required with photographs and training attendance of at least 30 workers.",Safety & Compliance
"Civil Structures Audit Note—Elevated Viaduct Pier P-214 to P-219 (BMRCL Reach 5), audit date 12/07/2025. Cover meter readings: 32–38 mm vs design 35 mm; carbonation depth 6–8 mm at 28% RH, within limits. Hairline shrinkage cracks (0.15–0.2 mm) mapped on P-217, grid C3; epoxy injection recommended per IRC:SP:80, Method Statement CS-CR-05. Expansion joint EJ-219 sealant degraded; replacement under Minor Works Package MW-15 (₹2,10,000). Auditor EMP-2641; next inspection due 12/01/2026.",Engineering
"Grievance Redressal Committee (GRC) Minutes GRM/10/2025 held on 15/11/2025 at NMRC HQ, Sector 44. Case ID GRC-2025-112: EMP-2765 alleged denial of night shift allowance for rostered duty on 05/10/2025 at Station Code NS-07. Payroll verified logs and approved arrears ₹1,260 with November’25 salary. Committee advised Operations to update roster remarks in SAP-HCM within T+1 day to avoid disputes.",HR
"Procurement Notice PN-OPS/BMRCL/TVS/2024-19: Tender invited for supply and commissioning of 12 platform ventilation fans meeting IS 996:2009 for Chickpete (CHP) and K.R. Market (KRM) stations. Estimated cost ₹1,18,50,000; EMD ₹2,37,000; bid submission by 11/11/2024, 15:00 hrs. Delivery within 12 weeks; performance acceptance test during non-revenue hours 00:30–04:00 hrs. Coordination with Station Controllers EMP-1782 and EMP-1894 for power shutdown windows as per permit PTW-EL/CHP-34.",Operations
"Traction Power SCADA Event Review (DMRC), 21/08/2025: At 10:22 hrs, SCADA alarm AP-TP-110KV-Undervolt triggered at RSS-Mundka Feeder F2, bus voltage dipped to 23.5 kV for 420 ms during utility switchover by TPDDL. Load shedding scheme LSS-3 tripped TSS-KirtiNagar Rectifier 2; trains TR-742 and TR-746 coasted between KRT and MTR with no passenger impact. Event correlation per SOP-SCADA-05 and IEC 60870-5-104 logs confirmed no protection misoperations. Estimated energy not supplied: 38 kWh; no vendor intervention required.",Engineering
"BMRCL Disciplinary Order DO/HR/CDA/2025/16 dated 31/01/2025: Following inquiry in case IDS-2024-044, EMP-0928 (Technician-Mechanical) found guilty of unauthorized absence from 14/11/2024 to 26/11/2024. Penalty: Withholding of one increment for one year without cumulative effect and recording of adverse remark in APAR 2024-25. Appeal may be filed to Appellate Authority within 45 days as per CDA Rule 23.",HR
"Operational Directive OD-OPS/24-117 dated 12/09/2024: With effect from 16/09/2024, peak hour headway on the Red Line between Kashmere Gate (KSG) and Rithala (RTH) shall be tightened from 3:20 min to 2:45 min between 08:00–10:30 and 17:30–20:30. Train pairs TR-301 to TR-336 are re-rostered; crew EMP-1427 and EMP-2234 will sign-on at KSG OCC at 07:10 as per Crew Sheet CS-Red/Sept-04. Platform marshals to be deployed at Netaji Subhash Place (NSP) and Kohat Enclave (KHE) with PA announcements every 4 minutes reminding passengers to use alternate doors. Any deviation beyond ±20 sec to be logged in TTA Register Ref: TTA-RL-09/24.",Operations
"Circular HR/Benefits/2025-08 dated 26/06/2025: Group Mediclaim Policy Renewal with National Insurance Co. Ltd. (Policy No. NIA/GM/DMRC/2025/774). Sum insured ₹5,00,000 for self + family; maternity cap ₹50,000; room rent limit 1% of SI per day. Cashless network hospitals list updated for Delhi NCR and Bengaluru; claims to be filed via TPA MedAssist within 15 days of discharge. Employee awareness webinars scheduled on 03/07/2025 and 10/07/2025.",HR
"Onboarding Checklist – BMRCL Circular HR-ONB/08/2025 issued on 12/08/2025: All newly joined Junior Engineers (Electrical) at Baiyappanahalli Depot must complete e-induction on the LMS within 7 working days. Submission of Form 16, Aadhaar, and bank mandate (HDFC Koramangala Branch) is required for payroll activation by 20/08/2025. IT assets (Laptop Inv. No. IT/JE/EL/1189) and safety kit (IS 15298 shoes, Class E gloves) were issued to EMP-2045 on 13/08/2025 against Gate Pass GP-EL-077. Failure to submit signed NDA (Policy Ref: BMRCL/HR/PL/2021-07) will delay ID card printing.",HR
"Station Cleanliness Inspection Report BMRCL/BLU/SCI-2025/119 dated 05/10/2025 for MG Road (MGR): Platform surface RLU measurements averaged 58 (target ≤60), compliant. However, two wet zones near coach markers C2 and C5 persisted beyond 7 minutes post-mopping, breaching SOP-CLN-07. Vendor Kaveri Facility Pvt. Ltd. invoiced ₹1,24,600 (INV-KAV-10587); 5% penalty proposed. EMP-0769 instructed to deploy additional blower during evening peak 17:30–19:00.",Operations
"Safety Circular SC/OPS/2025/021 dated 11/08/2025: All Station Controllers shall enforce 60 cm safety line clearance during platform crowding incidents. Use crowd control barriers type QMS-120 with reflective tape IS 15809 compliant. Record crowd index CI% each 15 min in logbook LB-OPS-3 at stations RCK, HKS, NDLS during evening peak. Non-adherence will attract memo under Policy OPS-SAFE-12 and review in next audit on 25/08/2025.",Operations
"Vendor Payment Advisory: Payment file PPF-0724-02 prepared for M/s Laxmi Cables Pvt Ltd (GSTIN 27AABCL1234Q1Z2) against GRN GR-ELC-0724-19 for 33 kV XLPE cables as per IS 7098. Invoice INV-LC/24-07/045 dated 02/07/2024 for ₹2,67,45,900 includes 1% TDS u/s 194Q. Bank details validated via penny drop Ref YES20240704112233. Release date 08/07/2024 subject to performance bank guarantee BG No. HDFCBG/24/1109 validity extension to 31/03/2026.",Finance
"Payment Processing Note – Vendor: Bharat Signages Ltd., Invoice No. BSL/INV/2024/219 dated 15/06/2024 for platform signage replacement at Peenya Industry and Yeshwanthpur (BMRCL). Gross ₹42,36,500; GST @18% ₹7,62,570; TDS u/s 194C ₹84,730; Net payable ₹49,14,340. Funds to be released via NEFT on 03/07/2024 post GRN approval by EMP-0675 and certification in WRN-2024/114. Vendor bank details verified against PFMS Vendor Code V-33127.",Finance
"Memo: Station Cleanliness Audit – MMRC Colaba (CLB) dated 14/07/2025. Third-party vendor ShineServe Pvt. Ltd. (GSTIN: 27AAXCS4591M1Z9) achieved 92.4% compliance against Service Level Agreement SLA-MMRC/OPS/CL/2024. Non-compliances: litter bins overflow at Platform-2 (14:10–14:30), wet-floor signage missing near escalator ES-2. Penalty imposed: ₹12,500 as per Clause 5.2, to be deducted from July invoice INV-MMRC-0725-118. Rectification timeline: 48 hours; station controller EMP-0743 to verify and close NCR-CLB-145.",Operations
"Promotion & Transfer Office Order PTOO/2025/12 dated 20/02/2025: EMP-0754 (Section Engineer - Civil) promoted to Assistant Manager (Civil) on functional basis with pay level upgraded from ₹44,900–1,42,400 to ₹56,100–1,77,500 w.e.f. 01/03/2025. Posted to Noida Depot (NMRC) relieving EMP-0892, who will proceed on deputation to Dwarka Depot (DMRC) as per approval of Competent Authority File No. HR/TRANS/2025/77.",HR
"BMRCL Train Testing Record TTR-L2-2025/231 – Train TR-512 dynamic brake validation on 24/11/2025, Baiyappanahalli test track. Acceleration 0.96 m/s² to 40 kmph; service brake deceleration average 1.17 m/s²; emergency brake 1.25 m/s² meeting TS-ROLL-17. Wheel slip protection triggered once at 22 kmph, no fault latching. ATS data logger file DL-TR512-2411 stored; software build RS-SW-4.12 signed by EMP-0881. Remarks: approve for passenger trial with driver protection flag DP-OK-24.",Engineering
Meeting Minutes (Ops-Perf Review) held on 29/06/2025 at HQ Barakhamba Road: Agenda covered peak hour management and headway stability. Decision: Introduce short-turn services TR-220/TR-224 between Yamuna Bank and Mandi House from 08:00–09:30 hrs to reduce Platform 2 crowding at Rajiv Chowk by projected 9%. EMP-3104 to publish revised crew rosters (Roster Set RST-08/2025) and ensure minimum crew changeover time 4 minutes at Yamuna Bank. Action due 03/07/2025.,Operations
"Customer Complaint Log Extract: Complaint CC-DEL-15528 dated 21/08/2025 regarding excessive queueing at KAL (Kalkaji Mandir) TOM-2 between 09:10–09:25. Average wait time measured 7.8 min vs target 4.0 min (Policy PS-03). Temporary fix: open contingency window CW-1 and deploy two Q-busters with UPI handhelds. Permanent action: add two additional TVMs (Capex ₹9,80,000 under Proposal TVM-17), completion by 15/10/2025.",Operations
"Quarterly Financial Statement Extract (Q3 FY24-25), DMRC: Operating income ₹1,012.6 crore; operating expenses ₹868.9 crore (traction power ₹236.4 crore, staff cost ₹312.7 crore, maintenance ₹184.1 crore). EBITDA ₹143.7 crore; depreciation ₹221.3 crore; finance cost ₹118.9 crore; net loss ₹196.5 crore. Capital expenditure incurred ₹742.8 crore, primarily Rolling Stock Lot RS-12 and Depot augmentation at Najafgarh.",Finance
"Audit Note AN/NMRC/SAF/2025/054 dated 03/09/2025: Random verification of emergency lighting at Sector 142 (S142) revealed 6 of 28 luminaires below 70% lux after 90-minute discharge test. Vendor invoice INV-142/25 dated 28/08/2025 shows supplied batteries differing from approved spec IS 1554 Part 1. Procurement to initiate replacement under warranty with M/s LumaGuard by 15/09/2025, else impose LD as per PO NMRC/EL/PO/2025/311 at 0.5% per week, cap 10%.",Safety & Compliance
"Training Bulletin TB/NMRC/OPS/2024-12: Refresher for Train Operators on ATP fallback SOP-ATO-07 scheduled 09/09/2024–11/09/2024 at OCC. Batch size 12; attendance mandatory for EMP-1302, EMP-1468, EMP-1530, EMP-1605 based on last certification 07/2022. Simulator module will include degraded mode, overspeed protection, and wrong-side door opening scenarios on TR-405/DM-405 profiles. Budget allocation ₹2,15,000 under Head OPS/TRG/2024; evaluation via written test and cab assessment.",Safety & Compliance
"Operations Memo OM/OPS/2025-114 dated 25/11/2025: On 24/11/2025 between 08:12–08:24 hrs, headway on the Yellow Line (HUZ–SJS) slipped to 4m20s due to late dispatch of TR-301 from Kashmere Gate OCC. Train crew EMP-1724 reported delayed door reset at VID station; fault logged as INC-YY-24519 under FDS-DOOR-12 standard. Dispatchers are instructed to apply Recovery Slot RS-3 as per Timetable v7.3 and issue platform announcements in Hindi/English within 30 seconds of deviation. Penalty minutes to be booked against depot code SHD as per Policy OPS-TT-09.",Operations
"CMRS Inspection Readiness Report IRR-NMRC-2025-CRT: For Aqua Line Signage Upgrade, sector 137–142 stretch inspected on 09/02/2025. Wayfinding signs comply with IS 12332 legibility at 12 m; tactile indicators at 600 mm offset per Harmonised Guidelines 2021. Emergency egress signage at Sector 142 (SEC142) needs arrow orientation correction at Exit B-2; rectification ticket RT-SEC142-07 logged, due 12/02/2025. Photolog and as-built drawings uploaded to DMS Ref DMS/SGN/2025/042.",Safety & Compliance
"Signaling Systems Audit Note: On 05/08/2025, at DMRC Line-5, Station Code: KSH, ATS server redundancy test was performed as per SOP SIG/ATS/2022-11. EMP-2213 initiated a simulated OCC failover; switchover time recorded 3.8 s (limit ≤5 s). Two track circuits (TC-KSH-17, TC-KSH-18) showed intermittent drop due to ballast resistance <4 kΩ; corrective action raised in NCR-2025-ATC-044. Vendor: Hitachi Rail STS to submit firmware patch v3.12 by 20/08/2025 per Contract T-ATS-19. No impact to headway as backup vital logic remained healthy; log transferred to SCADA historian tag ATS_FAILOVER_EVENT.",Engineering
"Compliance Violation Notice BMRCL/CVN/2025/12 issued to housekeeping contractor CleanPro Services on 03/08/2025 for absence of PPE (gloves, cut-resistant) during track cleaning at Indiranagar (IDN) between 01:15–01:40 hrs. CCTV evidence: CAM-IDN-TP-04. Penalty as per Clause 8.3 of Contract T-OPS/HS/2023-14: ₹12,000 deduction from RA Bill No. RA/CP/25/07. Rectification plan with PPE issuance records to be submitted by 06/08/2025.",Safety & Compliance
"Operational Directive OD-05/2025: From 01/10/2025, Platform Screen Door (PSD) alignment checks to be synchronized with nightly rake sweeps. Tolerance for door-to-car offset set at ≤20 mm for TR-600 series, measured using calibrated gauges (Ref. IS 1258). Deviations to be logged in Maximo job card MX-PSD-#### and cleared within 48 hrs. Non-compliance will trigger speed restriction 10 km/h approach at affected stations until rectified.",Operations
"Operational Directive OD/HEADWAY/2025-03: To achieve peak headway 2:10 min on Purple Line (BMRCL) from 17:30–20:00, train sets TR-PL-701 to TR-PL-714 to be rostered with two hot spares at Byappanahalli (BYP). Turnback buffer reduced to 90s; platform dispatchers at MG Road and Indiranagar to enforce whistle-to-close at T-10s. Any deviation exceeding 30s to be logged in HWT-Log/PL/2025 and reported by 21:00 to OCC Supervisor EMP-0665.",Operations
"Procurement Notice PN-OPS-TVM-2025/42: Tenders invited for supply of 24 units of cashbox sensors compatible with Cubic AFC TVM models, delivery to Kashmere Gate Depot by 30/10/2025. Estimated cost ₹18,60,000 plus GST; EMD ₹93,000; tender fee ₹2,360. Bid submission by 27/09/2025, 15:00 hrs on e-proc portal; pre-bid meeting 17/09/2025 at OCC Shastri Park. Technical specs per Doc TS-AFC-19 Rev 3; bidder must have past supply to any Indian metro (DMRC/MMRC/NMRC) in last 3 years.",Operations
"Meeting Minutes (Operations Review, MMRC): Date 05/09/2025, Venue: Operations Control Centre (OCC), BKC. Agenda: Morning peak headway on Line 3. Decision: From 09/09/2025, increase frequency to 2:15 min between SEEP (SEEPZ) and BKC during 08:15–10:00 hrs. EMP-3510 to update TMS schedule block SB-L3-0909; EMP-2206 to coordinate station staffing at MIDC and Marol Naka. PA templates ANN-L3-PK-06 approved for bilingual announcements; crowd control ropes to be deployed at MIDC entry E2. KPI target: 97% on-time departures for Sept Week-2.",Operations
"Vendor Payment Advisory: PO No. DMRC/EL/PO-2217/2025 issued to M/s Bharat Switchgears Ltd for HT panel spares. Invoice INV-BSL-251109 for ₹76,54,280 (basic ₹64,95,161; GST 18% ₹11,59,119) received on 26/08/2025 at Shastri Park Depot. GRN 450009876 posted on 24/08/2025. Payment terms 45 days; expected payment run F-110 on 20/09/2025, subject to TDS under 194C @1% and LD waiver approval for delayed delivery at Station code ROK. EMP-3120 to attach performance certificate.",Finance
"Technical Report Extract: On 14/08/2025, during scheduled preventive maintenance of TR-301 at Depo-Sarita Vihar (DMRC), bogie no. BG-301A exhibited abnormal wheel flange wear (1.9 mm above limit as per IRS-R-19). EMP-1427 recorded corrective action: re-profiling on Niles lathe, axle-box bearing inspection (SKF 6312-2Z), and brake caliper torque revalidation (120 N·m). Post-maintenance run at 60 km/h on Line-5 test track showed normal vibration (≤0.8 mm/s RMS). Spare parts consumed booked under WO-TRK/PM/2025/118 with cost ₹48,350 inclusive of GST, vendor: MetroMech Components Pvt. Ltd., Invoice INV-MM-3472 dated 13/08/2025.",Engineering
"Performance Appraisal Note PAN/2024-Q4/Signalling dated 08/01/2025: For JE (Signalling) team at Peenya Depot (BMRCL), KPI achievement averaged 92.4%, with fault rectification MTTR reduced from 48 min to 31 min. EMP-4120 recommended for ‘Outstanding’ rating; eligible for one increment in Pay Band PB-2 as per Clause 6.2 of BMRCL HR Policy. EMP-4193 to undergo PIP for repeated delays in incident closures (Incident IDs SG-2245, SG-2312). Review meeting scheduled 16/01/2025.",HR
"Disciplinary Proceedings Memo DP/OPS/2025/34 issued on 20/07/2025 to EMP-3390 (TO, Reach-2) for unauthorized absence on 11/07/2025 leading to roster disruption for train TR-318. Charge under Conduct Rule 5(1) framed; explanation to be submitted within 7 days. Pending inquiry, subsistence allowance as per Rule 10(3) admissible if suspension is imposed. CCTV attendance logs and ATS sign-in extracts annexed as Exhibit A and B.",HR
